Время (с),A0 (В),A1 (В)
4.837978363037109,2.196,2.5045111711839745
4.850547790527344,2.353,1.983748500032322
4.857548236846924,2.235,2.458668216203211
4.870661973953247,2.373,2.7639397469118654
4.878661155700684,2.137,1.7420289491957242
4.891358852386475,2.235,1.9132989931093385
4.899664402008057,2.196,2.140627558376376
4.91070032119751,2.373,2.0433798611051137
4.920212030410767,2.216,2.176236651184311
4.932297945022583,2.471,2.6395029254305062
4.939810752868652,2.333,2.596483808237329
4.9523210525512695,2.569,2.2502284371818737
4.960826635360718,2.529,2.1886987628125265
4.9693379402160645,2.706,2.34595127289454
4.981354475021362,2.51,2.7249813040206203
4.989373207092285,2.745,2.6738821516724993
5.001894474029541,2.627,2.546582707387869
5.009402513504028,2.863,2.4595734916738405
5.02194094657898,2.725,2.5640366857985994
5.029921531677246,2.804,2.253821664391493
5.038946866989136,2.647,2.4087824119282177
5.050966024398804,2.843,2.7714233672882784
5.059031963348389,2.686,2.992993607176944
5.07113242149353,2.784,2.722741029812613
5.079642534255981,2.569,2.926206096209807
5.0921549797058105,2.784,2.260272063064515
5.099677562713623,2.471,2.0431029048596008
5.111837863922119,2.569,2.6212046055828657
5.120349645614624,2.412,2.814437182004977
5.132931232452393,2.725,2.2864439267853673
5.141446828842163,2.549,2.260911656050228
5.1529576778411865,2.706,2.9939963291760603
5.161468982696533,2.431,2.2330099976683586
5.173989295959473,2.569,2.7337282461606627
5.181490421295166,2.235,1.8546949413176705
5.193886280059815,2.333,2.4154802003862916
5.202402114868164,2.02,2.2419062554723834
5.210907936096191,2.216,1.9970069017672771
5.222420930862427,2.078,2.0262868369566887
5.231422424316406,2.451,2.1678267857869464
5.24323296546936,2.353,1.9052108253128182
5.251244306564331,2.588,2.8421311754307506
5.264260530471802,2.255,2.1274233825124087
5.27226710319519,2.412,2.7404513918153284
5.284327983856201,2.216,1.8533337166830077
5.292908668518066,2.451,2.776309024042536
5.3009233474731445,2.275,2.3270810062030587
5.312947034835815,2.529,2.697860720944023
5.321053504943848,2.392,2.473973304932237
5.3339056968688965,2.667,2.7546089645064376
5.341413497924805,2.471,2.4532628428479866
5.353922605514526,2.686,3.0422188431608683
5.362433910369873,2.373,2.8404168484897365
5.374727725982666,2.51,2.5650691512175086
5.382230758666992,2.294,2.329164998276977
5.391236543655396,2.529,2.548356832362111
5.4032487869262695,2.373,2.074301222933711
5.411321640014648,2.608,3.0311364772618985
5.422796487808228,2.333,2.6828585003858825
5.431305885314941,2.431,2.0003058337567605
5.444473028182983,2.275,2.5000819072841334
5.451985836029053,2.333,2.6407792626294935
5.464495420455933,2.216,2.1486987955904313
5.473005533218384,2.373,2.5085678035082486
5.484614610671997,2.255,2.2681437305640686
5.493636846542358,2.412,2.8589254469238314
5.505519866943359,2.255,2.4518271005746444
5.514029741287232,2.373,1.9436240224053578
5.52154016494751,2.235,2.5414388147936657
5.534052133560181,2.353,2.4801799705658336
5.542566537857056,2.373,2.461362413199817
5.555026054382324,2.529,2.1838972143555044
